data_center_id,data_center_name,state,city,latitude,longitude,year_operational,capacity_mw,capacity_sqft,dc_type
level3-chicago2,Lumen Chicago 2,Illinois,Chicago,41.8989513,-87.6446419,2014.0,,,general
hw-technology-park,Joliet Technology Center,Illinois,Joliet,41.4592193,-88.060298,2027.0,1800.0,,general
level3-chicago5,Lumen Chicago 5,Illinois,Chicago,41.8742558,-87.6300319,2014.0,,,general
equinix-ch3,Equinix CH3,Illinois,Elk Grove Village,42.0010976,-87.9548634,2014.0,,196151.0,ai
1400-east-devon-avenue,1400 East Devon Avenue (CH3),Illinois,Elk Grove Village,41.9942329,-87.9648002,2017.0,27.0,139000.0,general
cyrusone-chi1,CyrusOne CHI1 - Aurora,Illinois,Lombard,41.8492972,-88.0297672,2014.0,48.78,,ai
qts-chicago,QTS Chicago 1 DC1,Illinois,Chicago,41.8418945,-87.6679234,2016.0,42.0,208000.0,ai
microsoft-hoffman-estates-building-1,Microsoft Hoffman Estates - Building 1,Illinois,Hoffman Estates,42.07859441902408,-88.13399600581712,2014.0,,250000.0,ai
karis-dekalb-campus,KARIS DeKalb Campus,Illinois,DeKalb,41.89654668101382,-88.71899458978626,2014.0,,,general
equinix-ch4,Equinix CH4,Illinois,Chicago,41.8531135,-87.6183281,2014.0,,23615.0,ai
hydravault-data-center,HydraVault Data Center,Illinois,Chicago,41.8462436,-87.6257043,2026.0,20.0,76000.0,general
200-n-lasalle,Lumen Chicago 3,Illinois,Chicago,41.889183,-87.632519,2014.0,,,general
whp-braidwood-building-4,WHP Braidwood - Building 4,Illinois,Braidwood,41.256924,-88.238351,2014.0,,,ai
whp-braidwood-building-3,WHP Braidwood - Building 3,Illinois,Braidwood,41.253199,-88.243989,2014.0,,,ai
lumen-south-holland-1,Lumen South Holland 1,Illinois,South Holland,41.5942664,-87.6112711,2014.0,,,general
equinix-ch5,Equinix CH5,Illinois,Elk Grove Village,42.0014585,-87.9537333,2025.0,,,ai
skybox-chicago-i,Skybox Chicago I,Illinois,Elk Grove Village,41.9936604,-87.9735743,2014.0,30.0,84625.0,general
level3-chicago4,Lumen Chicago 4,Illinois,Chicago,41.896459,-87.643607,2014.0,,,general
stack-infrastructure-chi01a,STACK Infrastructure CHI01A,Illinois,Elk Grove Village,42.00678026127915,-87.96528458998615,2014.0,13.0,,general
dls-internet,DLS Internet 216 Jackson,Illinois,Chicago,41.8784511,-87.634475,2014.0,,,general
navisite-chicago,NaviSite Chicago,Illinois,Chicago,41.8727371,-87.633274,2014.0,,,general
427-south-lasalle-st,427 LaSalle,Illinois,Chicago,41.8759351,-87.6315144,2014.0,,,general
whp-braidwood-building-2,WHP Braidwood - Building 2,Illinois,Braidwood,41.25427,-88.243989,2014.0,,,ai
chirisa-volo-ylo-02,Chirisa Chirisa Volo Technology Park YLO-02,Illinois,Volo,42.32361397507157,-88.14758870324408,2014.0,14.0,,general
whp-braidwood-building-5,WHP Braidwood - Building 5,Illinois,Braidwood,41.255887,-88.238351,2014.0,,,ai
cogent-data-center-chicago-3,Cogent Data Center - Chicago 3,Illinois,Chicago,41.8199452,-87.7288994,2014.0,7.2,44432.0,general
427-lasalle,CoreSite Chicago (CH1),Illinois,Chicago,41.875952,-87.631416,2014.0,,,general
axon-datacenter,Axon Datacenter,Illinois,Rosemont,42.0076195,-87.8914789,2014.0,,,general
717-s-wells-st,Netrality - 717 South Wells Chicago Data Center,Illinois,Chicago,41.872911,-87.63327,1990.0,5.0,26100.0,general
tierpoint-chicago-west,TierPoint Chicago - West,Illinois,Franklin Park,41.9268739,-87.8583471,2014.0,2.4,26000.0,general
cyxtera-ord1a,Csquare - Chicago ORD1-A,Illinois,Chicago,41.8535785730705,-87.61843979358673,2014.0,5.4,49782.0,general
600-780-south-federal,600 S. Federal St. (ORD11),Illinois,Chicago,41.8743024,-87.6299278,2014.0,2.4,13600.0,general
level3-arlington-heights1,Lumen Arlington Heights 1,Illinois,Arlington Heights,42.031161,-87.953588,2014.0,,,general
microsoft-plano-il,Microsoft Plano (IL),Illinois,Plano,41.6900357,-88.48881039999999,2014.0,,,ai
skybox-chicago-i,Skybox Chicago I,Illinois,Elk Grove Village,41.9936604,-87.9735743,2014.0,30.0,84625.0,general
aligned-ord-02,Aligned ORD-02,Illinois,Northlake,41.91339186039755,-87.91755088123612,2014.0,36.0,,general
colohouse-chicago-wells,ColoHouse Chicago Wells,Illinois,Chicago,41.87258569999999,-87.6332523,2014.0,0.6,6000.0,general
360tcs,360TCS Data Center,Illinois,Lombard,41.848231,-88.007836,2014.0,,,general
cyxtera-ord1,Csquare - Chicago ORD2-A,Illinois,Elk Grove Village,41.99205367086571,-87.95830249786377,2014.0,9.6,126368.0,general
711-ogden-avenue,711 Ogden Avenue,Illinois,Lisle,41.801599,-88.0627159,2027.0,40.0,256000.0,general
stream-dc-chicago-iii,Stream DC Chicago III,Illinois,Elk Grove Village,42.01298844723387,-87.9531239299066,2014.0,260.0,,general
aligned-ord-03,Aligned ORD-03,Illinois,Elk Grove Village,42.0339696,-87.9831081,2014.0,,400000.0,general
edgeconnex-chi02,EdgeConneX Chicago - EDCCHI02,Illinois,Elk Grove Village,42.0013642,-87.9526256,2014.0,6.0,19875.0,general
aligned-ord-04,Aligned ORD-04,Illinois,Elk Grove Village,42.0348684,-87.9835118,2014.0,,400000.0,general
216-west-jackson-boulevard,216 West Jackson Boulevard,Illinois,Chicago,41.8784686,-87.6345676,2014.0,,,general
evoque-chi1,Csquare - Chicago ORD4-A,Illinois,Lisle,41.802407,-88.0946556,2014.0,15.0,194057.0,general
volico-chicago,Volico Chicago,Illinois,Chicago,41.8531135,-87.6183281,2014.0,,,general
equinix-chicago,Equinix CH1,Illinois,Chicago,41.8531135,-87.6183281,2014.0,,50988.0,ai
edged-chicago-campus,Edged Chicago Campus,Illinois,Aurora,41.8079909,-88.24199709999999,2025.0,96.0,,general
prime-chicago-b2,Prime Chicago - Building 2,Illinois,Elk Grove Village,42.0238209,-87.9618963,2014.0,54.0,177843.0,general
latisys-chicago,DataBank ORD4 - Chicago Tri-State,Illinois,Oak Brook,41.8534094,-87.9210087,2014.0,8.75,77510.0,general
evoque-chi1,Csquare - Chicago ORD4-A,Illinois,Lisle,41.802407,-88.0946556,2014.0,15.0,194057.0,general
us-signal-oak-brook,US Signal Chicago IL01,Illinois,Oak Brook,41.8462974,-87.9396351,2014.0,0.25,7500.0,general
sirius-data-center,CDW Elk Grove Data Center,Illinois,Elk Grove Village,42.00270313594124,-87.95899332617978,2015.0,3.0,30000.0,general
cyrusone-bliter-road-campus,CyrusOne CHI3 - Aurora Campus,Illinois,Aurora,41.8025885186041,-88.2474165778899,2014.0,40.0,,ai
2299-busse-road,2299 Busse Road (CH2),Illinois,Elk Grove Village,41.9943839,-87.9577061,2014.0,25.6,,general
cyrusone-chicago,CyrusOne CHI5 - Lombard,Illinois,Lombard,41.8493407,-88.0287834,2014.0,12.0,14000.0,ai
gigenet,GigeNET Chicago,Illinois,Arlington Heights,42.040427,-87.9760053,2006.0,,17000.0,general
apotech,Apotech Data Center,Illinois,Mt Prospect,42.0784091,-87.9156464,2014.0,1.0,,general
stack-infrastructure-chi02,STACK Infrastructure CHI02,Illinois,Elk Grove Village,42.0142147,-87.9582039,2014.0,36.0,263000.0,general
360-e-22nd,360 East 22nd Street,Illinois,Lombard,41.8481853,-88.0077385,2014.0,,,general
cyrusone-bliter-road-building-2,CyrusOne CHI3 - Building 2,Illinois,Aurora,41.8030574920121,-88.24604729147454,2014.0,,153000.0,ai
prime-chicago-b3,Prime Chicago - Building 3,Illinois,Elk Grove Village,42.0230727,-87.9615671,2014.0,54.0,177843.0,general
edged-ord2,Edged Chicago ORD2,Illinois,Aurora,41.80497280463166,-88.24395821053338,2014.0,48.0,,general
cbts-lombard-data-center,CBTS Lombard Data Center II,Illinois,Lombard,41.8800296,-88.0078435,2014.0,,,general
sungard-341-haynes-dr,Element Critical Chicago Two,Illinois,Wood Dale,41.9732601,-87.9666617,2014.0,5.0,26000.0,general
colocrossing-ch1,ColoCrossing CH1,Illinois,Elk Grove Village,41.9942995,-87.9623356,2008.0,36.4,460000.0,general
colovore-ord01,Colovore ORD01,Illinois,Aurora,41.7605849,-88.32007150000001,2026.0,20.0,,general
microsoft-elk-grove-building-3,Microsoft Elk Grove - Building 3,Illinois,Elk Grove Village,42.0250917475572,-87.9719047556306,2014.0,,,ai
chicago-campus,Aligned Chicago Campus,Illinois,Northlake,41.91339186039755,-87.91755088123612,2014.0,,,general
cloudhq-ord3,CloudHQ ORD3,Illinois,Des Plaines,42.036316,-87.9522265,2014.0,84.0,,ai
digital-fortress-chicago,Digital Fortress Chicago,Illinois,Lombard,41.84582138061523,-88.00611877441406,2014.0,8.0,17000.0,general
equinix-ch3,Equinix CH3,Illinois,Elk Grove Village,42.0010976,-87.9548634,2014.0,,196151.0,ai
365main-chicago,365 Data Centers - Chicago 1,Illinois,Chicago,41.8273191,-87.6297396,2014.0,,,general
morris-technology-park,Morris Technology Park,Illinois,Morris,41.39981271689464,-88.38630215697842,2014.0,,,general
meta-dekalb-building-1,Meta DeKalb - Building 1,Illinois,DeKalb,41.88846907115314,-88.72262473572235,2014.0,,,ai
edged-ord3,Edged Chicago ORD3,Illinois,Aurora,41.80334254553506,-88.24183389575663,2014.0,24.0,,general
elk-grove-village,Summit Elk Grove Village,Illinois,Elk Grove Village,41.9942245,-87.962234,2014.0,36.4,275000.0,general
sungard-711-n-edgewood,Element Critical Chicago One,Illinois,Wood Dale,41.9757369,-87.9654062,2014.0,7.0,85500.0,general
400-s-lasalle-st,Legacy - Chicago Byte Exchange,Illinois,Chicago,41.8764788,-87.6321341,2026.0,33.0,100000.0,general
meta-dekalb-building-6,Meta DeKalb - Building 6,Illinois,DeKalb,41.88908065066443,-88.73003951824663,2014.0,,,ai
dls-internet-lith,DLS Internet LITH,Illinois,Lake in the Hills,42.1894409,-88.3085064,2014.0,,,general
cloudhq-ord2,CloudHQ ORD2,Illinois,Des Plaines,42.034299,-87.9520066,2014.0,84.0,,ai
microsoft-hoffman-estates-campus,Microsoft Hoffman Estates Campus,Illinois,Hoffman Estates,42.076963,-88.133888,2014.0,,,ai
microsoft-elk-grove-building-2,Microsoft Elk Grove - Building 2,Illinois,Elk Grove Village,42.02414439965229,-87.97167702781779,2014.0,,,ai
whp-braidwood-building-7,WHP Braidwood - Building 7,Illinois,Braidwood,41.253723,-88.238351,2014.0,,,ai
server-central-chicago,Summit Chicago,Illinois,Chicago,41.853036,-87.61886,2000.0,70.0,,general
xnet-critical-computing-facility,XNet Critical Computing Facility,Illinois,Lisle,41.796754,-88.112567,1993.0,,,general
t5grayslake-campus,T5 Data Centers - T5@Grayslake Campus,Illinois,Grayslake,42.3118706,-88.05183319999999,2014.0,480.0,,general
cyrusone-chi6-wood-dale,CyrusOne CHI6 - Wood Dale,Illinois,Wood Dale,41.97819203494112,-87.96145930242726,2014.0,18.0,500000.0,ai
new-continuum,SBA Edge Chicago,Illinois,West Chicago,41.8759476,-88.248975,2014.0,10.0,40000.0,general
level3-chicago1,Lumen Chicago,Illinois,Chicago,41.883494,-87.639767,2014.0,,,general
microsoft-hoffman-estates-building-2,Microsoft Hoffman Estates - Building 2,Illinois,Hoffman Estates,42.07597842705771,-88.13368486377856,2014.0,,150000.0,ai
equinix-ch7,Equinix CH7,Illinois,Westmont,41.812525,-87.97275,2014.0,,29287.0,ai
505-north-railroad-avenue,505 N. Railroad Avenue (ORD23),Illinois,Northlake,41.9202673,-87.9123343,2014.0,11.0,220000.0,ai
350-east-cermark-road,350 East Cermak Road (ORD10),Illinois,Chicago,41.8536495,-87.6183422,2014.0,19.5,206100.0,general
cyrusone-chi2,CyrusOne CHI2 - Aurora,Illinois,Aurora,41.796912,-88.245166,2014.0,58.4,240000.0,ai
chicago-i,Stream DC Chicago I,Illinois,Elk Grove Village,42.00704957550101,-87.95503366658885,2014.0,15.0,70000.0,general
karis-hoffman-estates,KARIS Hoffman Estates,Illinois,Hoffman Estates,42.08138996950737,-88.19215945705055,2014.0,,,general
whp-braidwood-building-8,WHP Braidwood - Building 8,Illinois,Braidwood,41.252618,-88.238351,2014.0,,,ai
connect-chicago,Connect Chicago,Illinois,Carol Stream,41.9107504,-88.11528179999999,2014.0,,90000.0,general
chirisa-volo-ylo-02,Chirisa Chirisa Volo Technology Park YLO-02,Illinois,Volo,42.32361397507157,-88.14758870324408,2014.0,14.0,,general
whp-braidwood-building-6,WHP Braidwood - Building 6,Illinois,Braidwood,41.254831,-88.238351,2014.0,,,ai
navisite-oak-brook,NaviSite Oak Brook,Illinois,Oak Brook,41.8455308,-87.9414087,2014.0,,,general
whp-braidwood-building-1,WHP Braidwood - Building 1,Illinois,Braidwood,41.255425,-88.243989,2014.0,,,ai
sungard-341-haynes-dr,Element Critical Chicago Two,Illinois,Wood Dale,41.9732601,-87.9666617,2014.0,5.0,26000.0,general
chicago-ii,Stream DC Chicago II,Illinois,Elk Grove Village,41.99365419435963,-87.9599428471867,2014.0,32.0,,general
microsoft-hoffman-estates-building-4,Microsoft Hoffman Estates - Building 4,Illinois,Hoffman Estates,42.0759784270513,-88.13803004238875,2014.0,,,ai
equinix-chicago-2,Equinix CH2,Illinois,Chicago,41.8531135,-87.6183281,2014.0,,58857.0,ai
microsoft-hoffman-estates-building-3,Microsoft Hoffman Estates - Building 3,Illinois,Hoffman Estates,42.07713313158135,-88.13805150005986,2014.0,,,ai
stack-infrastructure-chi01b,STACK Infrastructure CHI01B,Illinois,Elk Grove Village,42.0070232,-87.9664585,2014.0,24.0,,general
coresite-chicago-ch2,CoreSite Chicago (CH2),Illinois,Chicago,41.8628253,-87.6412923,2020.0,18.0,102000.0,general
cyxtera-ord1b,Csquare - Chicago ORD1-B,Illinois,Chicago,41.85355060316745,-87.61832177639008,2014.0,1.35,19998.0,general
pugmarks,NetSource Naperville 2,Illinois,Naperville,41.7994,-88.148857,2014.0,,,general
Chicago Board of Trade Building,Chicago Board of Trade Building,Illinois,Chicago,41.8774207,-87.631836,2014.0,42.5,,general
aligned-ord-01,Aligned ORD-01,Illinois,Northlake,41.91339186039755,-87.91755088123612,2014.0,36.0,,general
9377-grand-avenue,9333 Grand Avenue (ORD12),Illinois,Franklin Park,41.9266672,-87.8587419,1991.0,6.7,56700.0,general
qwest-350-e-cermak,Lumen 350 E Cermak,Illinois,Chicago,41.853686,-87.618249,2014.0,,,general
lexisnexis-oak-brook,LexisNexis Oak Brook,Illinois,Oak Brook,41.8540605,-87.9209272,2014.0,,,general
centersquare-chicago-ord1-d,Csquare - Chicago ORD1-D,Illinois,Chicago,41.853678,-87.61835339999999,2014.0,1.35,9403.0,general
atlantic-metro-communications-ord0,365 Data Centers - Chicago 2,Illinois,Chicago,41.853036,-87.61886,2014.0,,,general
colohouse-chicago,ColoHouse Chicago Cermak,Illinois,Chicago,41.8531135,-87.6183281,2014.0,1.2,16000.0,general
ntt-ch1,GDC - Chicago CH1 Data Center,Illinois,Itasca,41.9878721,-88.0071901,2014.0,36.0,126000.0,general
edgeconnex-chi01,EdgeConneX Chicago - EDCCHI01,Illinois,Elk Grove Village,42.0007126,-87.950788,2014.0,20.0,,general
centersquare-chicago-ord1-d,Csquare - Chicago ORD1-D,Illinois,Chicago,41.853678,-87.61835339999999,2014.0,1.35,9403.0,general
cogent-chicago2,Cogent Data Center - Chicago 2,Illinois,Chicago,41.878135,-87.634532,2014.0,0.8,8500.0,general
prime-chicago-b1,Prime Chicago - Building 1,Illinois,Elk Grove Village,42.0246767,-87.9629717,2014.0,72.0,242052.0,general
microsoft-elk-grove-campus,Microsoft Elk Grove Campus,Illinois,Elk Grove Village,42.02389476247589,-87.97152641675528,2014.0,,,ai
databank-ord2,DataBank ORD2 - Chicago,Illinois,Chicago,41.8709351,-87.6401493,2014.0,2.0,11470.0,general
iron-mountain-chi-1,Iron Mountain Data Centers CHI-1,Illinois,Des Plaines,42.0111891,-87.8811769,2025.0,36.0,,ai
cogent-chicago2,Cogent Data Center - Chicago 2,Illinois,Chicago,41.878135,-87.634532,2014.0,0.8,8500.0,general
chirisa-volo-technology-park,Chirisa Volo Technology Park,Illinois,Volo,42.323887,-88.14774229999999,2014.0,28.0,,general
2200-busse-road,2200 Busse Road (CH1),Illinois,Elk Grove Village,41.9942501,-87.961949,2007.0,36.4,262900.0,general
t5chicago-lll,T5 Data Centers - T5@Chicago lll,Illinois,Northlake,41.93409453449053,-87.91579690468329,2014.0,36.0,,general
hostway-boeing-data-center,Data Canopy - Boeing ,Illinois,Chicago,41.8838129,-87.6388294,2006.0,,50000.0,general
rackspace-chicago,Rackspace Chicago,Illinois,Elk Grove Village,41.9942563,-87.96196549999999,2014.0,,70843.0,general
digital-realty-chicago-ord14,9377 Grand Ave (ORD14),Illinois,Franklin Park,41.9286176,-87.8587751,2014.0,12.8,66100.0,general
1400-east-devon-avenue,1400 East Devon Avenue (CH3),Illinois,Elk Grove Village,41.9942329,-87.9648002,2017.0,27.0,139000.0,general
microsoft-northlake,Microsoft Northlake,Illinois,Northlake,41.9229989,-87.9182329,2009.0,,700000.0,ai
ntt-chicago-ch4,GDC - Chicago CH4 Data Center,Illinois,Itasca,41.989028,-88.0047648,2014.0,36.0,252000.0,general
chicago-hosting1,WOWaccess Data Center,Illinois,Naperville,41.8028283,-88.1479565,2014.0,,,general
9377-grand-avenue,9333 Grand Avenue (ORD12),Illinois,Franklin Park,41.9266672,-87.8587419,1991.0,6.7,56700.0,general
prime-chicago,Prime Chicago Data Center Campus,Illinois,Elk Grove Village,42.0248132,-87.9622719,2014.0,180.0,592854.0,general
ntt-chicago-ch2,GDC - Chicago CH2 Data Center,Illinois,Itasca,41.9889522,-88.0071866,2014.0,36.0,126000.0,general
chicago-exchange,Chicago Exchange,Illinois,Chicago,41.87159,-87.643055,2014.0,,,general
1808-swift-dr,1808 Swift Drive,Illinois,Oak Brook,41.8538476,-87.9210065,2014.0,,150569.0,general
colocation-america-350-e,Colocation America CHIDC1,Illinois,Chicago,41.8541674,-87.618531,2014.0,,58852.0,general
earthlink-chicago,Synoptek - Chicago Data Center,Illinois,Chicago,41.853036,-87.61886,2014.0,,,general
ntt-chicago-campus,NTT Chicago Campus,Illinois,Itasca,41.98796226720933,-88.00576214358502,2014.0,,,general
9401-west-grand-avenue-ord15,9401 West Grand Avenue (ORD15),Illinois,Franklin Park,41.92820050669781,-87.86129889720924,2014.0,,204100.0,general
naperville-data-center,Naperville Data Center,Illinois,Naperville,41.8109234,-88.12095219999999,2014.0,36.0,,general
zcolo-600-s-federal,DataBank ORD1 - Downtown Chicago,Illinois,Chicago,41.8742002,-87.629937,2014.0,1.0,10130.0,general
hostrunway-lombard,Hostrunway Lombard,Illinois,Lombard,41.8493211,-88.029617,2014.0,,,general
midway-technology-center,Midway Technology Center,Illinois,Chicago,41.79494739616518,-87.62215043558211,2014.0,5.0,52000.0,general
neutral-tandem,Sinch Data Center,Illinois,Chicago,41.873122,-87.633597,2014.0,,,general
cyrusone-bliter-road-building-1,CyrusOne CHI3 - Building 1,Illinois,Aurora,41.80197918585469,-88.24844869188574,2014.0,,446000.0,ai
t5-data-centers-t5chicago-v,T5 Data Centers - T5@Chicago V,Illinois,Elk Grove Village,42.0039178,-87.9703461,2014.0,36.0,220000.0,general
ntt-chicago-ch2,GDC - Chicago CH2 Data Center,Illinois,Itasca,41.9889522,-88.0071866,2014.0,36.0,126000.0,general
stack-infrastructure-chi02,STACK Infrastructure CHI02,Illinois,Elk Grove Village,42.0142147,-87.9582039,2014.0,36.0,263000.0,general
ntt-chicago-ch5,CDC - Chicago CH5 Data Center,Illinois,Itasca,41.9891838,-88.0038052,2014.0,,,general
metro-edge-imd1,Metro Edge IMD1,Illinois,Chicago,41.86379489999999,-87.6748535,2014.0,24.0,184720.0,general
tierpoint-chicago,TierPoint Chicago - Polk,Illinois,Chicago,41.8716165,-87.6428248,2013.0,,16000.0,general
chicago-ii,Stream DC Chicago II,Illinois,Elk Grove Village,41.99365419435963,-87.9599428471867,2014.0,32.0,,general
